UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00183,L,297.8,307.6,1600,48.5,193,0,0,0,0,0,0
376,L00184,L,300.8,310.6,1917,26.6,83,0,0,0,0,0,0
377,H00074,H,304.9,314.4,1461,63.6,208,1,1,0,1,1,0
378,L00185,L,301.6,311.5,1501,39.8,73,0,0,0,0,0,0
379,H00075,H,298.3,307.0,1585,52.1,180,0,0,0,0,0,0
380,L00186,L,302.3,312.6,1730,14.9,4,1,0,0,1,0,0
381,L00187,L,299.4,307.0,1319,37.3,96,1,0,1,0,0,0
382,M00120,M,302.7,312.7,1558,25.4,100,0,0,0,0,0,0
383,M00121,M,301.6,311.0,1168,31.4,163,0,0,0,0,0,0
384,H00076,H,294.1,305.1,1483,40.5,43,0,0,0,0,0,0
385,M00122,M,298.0,309.7,1752,36.7,109,0,0,0,0,0,0
386,H00077,H,301.9,311.6,1392,53.1,121,0,0,0,0,0,0
387,L00188,L,300.3,311.7,1573,57.7,138,1,0,0,1,0,0
388,L00189,L,298.0,307.6,1432,30.3,191,0,0,0,0,0,0
389,M00123,M,298.7,307.8,1366,35.1,148,0,0,0,0,0,0
390,H00078,H,296.2,307.9,1732,29.7,131,0,0,0,0,0,0
391,H00079,H,299.8,310.3,1328,51.6,88,0,0,0,0,0,0
392,L00190,L,304.4,314.4,1596,41.6,232,0,0,0,0,0,0
393,L00191,L,301.6,312.3,1599,40.3,34,0,0,0,0,0,0
394,M00124,M,304.4,314.7,1367,43.1,34,0,0,0,0,0,0
395,L00192,L,301.8,311.7,1569,36.9,34,0,0,0,0,0,0
396,H00080,H,302.1,310.7,1351,31.4,166,0,0,0,0,0,0
397,H00081,H,303.9,313.7,1642,40.5,32,0,0,0,0,0,0
398,L00193,L,300.8,311.4,1275,37.3,76,0,0,0,0,0,0
399,M00125,M,299.6,309.5,1470,43.5,67,0,0,0,0,0,0
400,M00126,M,302.1,313.0,1487,23.7,120,0,0,0,0,0,0
401,L00194,L,302.9,313.3,1760,41.9,171,0,0,0,0,0,0
402,H00082,H,299.0,308.2,1566,33.1,231,0,0,0,0,0,0
403,M00127,M,298.6,307.2,1729,41.5,50,0,0,0,0,0,0
404,H00083,H,300.3,310.1,1648,49.1,37,0,0,0,0,0,0
405,L00195,L,301.7,311.1,1647,34.4,41,0,0,0,0,0,0
406,H00084,H,301.6,311.9,1471,52.0,172,0,0,0,0,0,0
407,L00196,L,297.2,306.4,1742,22.6,29,0,0,0,0,0,0
408,L00197,L,303.8,313.2,1466,55.4,218,1,0,0,0,1,0
409,H00085,H,298.7,309.8,1192,52.4,162,0,0,0,0,0,0
410,L00198,L,299.5,309.6,1495,31.1,27,0,0,0,0,0,0
411,L00199,L,298.2,307.5,1628,31.2,168,0,0,0,0,0,0
412,H00086,H,305.4,315.4,1216,25.1,105,1,0,0,1,0,0
413,H00087,H,300.5,311.9,1360,49.2,172,0,0,0,0,0,0
414,M00128,M,298.3,308.6,1291,36.7,47,0,0,0,0,0,0
415,M00129,M,301.7,312.3,1695,36.0,54,0,0,0,0,0,0
416,L00200,L,301.5,310.8,1872,28.8,135,0,0,0,0,0,0
417,L00201,L,299.6,310.7,1496,58.1,153,1,0,0,1,0,0
418,L00202,L,301.7,314.0,1644,30.3,106,0,0,0,0,0,0
419,M00130,M,298.3,307.6,1639,40.2,225,1,1,0,0,0,0
420,M00131,M,299.0,307.8,1848,42.2,124,0,0,0,0,0,0
421,M00132,M,296.0,306.2,1407,36.0,114,0,0,0,0,0,0
422,M00133,M,297.4,308.2,1494,34.0,156,0,0,0,0,0,0
423,L00203,L,303.6,313.5,1469,36.3,54,0,0,0,0,0,0
424,L00204,L,303.3,312.2,1553,45.7,193,0,0,0,0,0,0
425,L00205,L,300.1,310.0,2038,36.5,69,0,0,0,0,0,0
426,M00134,M,303.3,313.9,1544,56.3,47,1,0,0,1,0,0
427,L00206,L,299.7,309.3,1367,32.2,207,1,1,0,0,0,0
428,H00088,H,299.5,310.1,1307,47.5,6,0,0,0,0,0,0
429,L00207,L,300.1,311.3,1788,22.4,74,0,0,0,0,0,0
430,L00208,L,299.8,310.0,1366,32.2,122,0,0,0,0,0,0
431,L00209,L,299.6,309.5,1670,31.8,79,0,0,0,0,0,0
432,M00135,M,302.3,313.1,1402,29.0,133,0,0,0,0,0,0
433,M00136,M,300.3,309.4,1284,42.8,164,0,0,0,0,0,0
434,L00210,L,301.4,310.5,1659,38.9,136,0,0,0,0,0,0
435,L00211,L,302.1,311.8,1411,17.2,2,1,0,0,1,0,0
436,M00137,M,300.8,310.3,1623,60.0,180,1,0,0,1,0,0
437,L00212,L,298.1,307.3,1637,41.8,92,0,0,0,0,0,0
438,H00089,H,297.3,309.1,1647,40.0,116,0,0,0,0,0,0
439,M00138,M,300.3,312.5,1484,53.1,135,0,0,0,0,0,0
440,L00213,L,299.7,309.3,1675,49.9,167,0,0,0,0,0,0
441,L00214,L,300.2,310.3,1353,37.0,16,0,0,0,0,0,0
442,H00090,H,300.0,309.8,1168,20.5,125,1,0,0,1,0,0
443,L00215,L,305.2,316.3,1679,45.6,229,0,0,0,0,0,0
444,L00216,L,297.3,308.6,1571,30.4,107,0,0,0,0,0,0
445,H00091,H,296.0,304.2,1415,52.4,197,0,0,0,0,0,0
446,H00092,H,300.7,311.1,1243,32.2,46,0,0,0,0,0,0
447,H00093,H,299.2,307.9,1168,35.5,10,0,0,0,0,0,0
448,M00139,M,300.6,312.4,1548,26.6,137,0,0,0,0,0,0
449,L00217,L,301.2,311.6,1867,27.4,60,0,0,0,0,0,0
450,L00218,L,302.6,311.7,1510,38.9,129,0,0,0,0,0,0
451,M00140,M,297.0,306.7,1465,38.0,156,0,0,0,0,0,0
452,M00141,M,298.9,308.6,1533,35.2,69,0,0,0,0,0,0
453,L00219,L,300.9,311.4,1973,60.5,50,1,0,0,1,0,0
454,H00094,H,301.5,312.6,1688,46.0,72,0,0,0,0,0,0
455,L00220,L,304.4,313.2,1351,40.1,127,0,0,0,0,0,0
456,L00221,L,301.9,313.8,1543,12.4,193,1,0,0,1,0,0
457,L00222,L,299.9,311.5,1604,48.3,67,0,0,0,0,0,0
458,L00223,L,298.2,307.3,1326,69.9,56,1,0,0,1,0,0
459,L00224,L,298.9,308.9,1689,38.1,168,0,0,0,0,0,0
460,L00225,L,298.8,310.5,1374,31.9,231,1,1,0,0,0,0
461,L00226,L,301.3,312.5,1235,41.6,93,0,0,0,0,0,0
462,M00142,M,300.5,310.2,1553,25.7,191,0,0,0,0,0,0
463,M00143,M,297.4,308.2,1521,44.6,131,0,0,0,0,0,0
464,M00144,M,299.1,312.1,1537,55.0,128,0,0,0,0,0,0
465,H00095,H,301.8,311.9,1385,33.3,234,0,0,0,0,0,0
466,L00227,L,300.7,310.1,1412,33.6,202,1,1,0,0,0,0
467,L00228,L,301.1,311.3,1763,39.2,6,0,0,0,0,0,0
468,H00096,H,300.8,311.0,1626,35.0,81,0,0,0,0,0,0
469,L00229,L,303.3,312.7,1346,24.9,135,0,0,0,0,0,0
470,H00097,H,300.5,310.9,1168,36.1,93,0,0,0,0,0,0
471,L00230,L,299.2,308.0,1355,34.1,78,0,0,0,0,0,0
472,H00098,H,298.2,307.5,1569,53.7,185,0,0,0,0,0,0
473,L00231,L,300.5,311.3,1411,51.6,9,0,0,0,0,0,0
474,H00099,H,295.1,303.4,1396,54.0,109,0,0,0,0,0,0
475,M00145,M,299.6,310.5,1420,48.0,193,0,0,0,0,0,0
476,H00100,H,299.6,307.6,1523,42.1,105,0,0,0,0,0,0
477,L00232,L,297.3,305.5,1694,31.3,114,0,0,0,0,0,0
478,M00146,M,298.1,307.6,1537,53.3,206,1,1,0,0,0,0
479,H00101,H,301.6,311.9,1550,43.5,149,0,0,0,0,0,0
480,M00147,M,300.5,311.8,1493,27.5,179,0,0,0,0,0,0
481,M00148,M,300.2,310.3,1438,30.9,225,0,0,0,0,0,0
482,M00149,M,300.6,310.4,1716,27.4,176,0,0,0,0,0,0
483,L00233,L,300.2,310.8,1686,19.5,66,1,0,0,1,0,0
484,M00150,M,302.5,311.6,1947,43.9,3,0,0,0,0,0,0
485,M00151,M,300.2,310.4,1660,27.6,88,0,0,0,0,0,0
486,H00102,H,297.1,305.9,1438,32.4,184,0,0,0,0,0,0
487,L00234,L,303.3,313.3,1357,40.4,68,0,0,0,0,0,0
488,L00235,L,300.7,310.6,1728,38.1,203,1,1,0,0,0,0
489,H00103,H,298.8,308.0,1375,32.9,52,0,0,0,0,0,0
490,H00104,H,297.5,307.7,1699,55.2,182,1,0,0,1,0,0
491,L00236,L,300.8,311.0,1386,24.7,151,0,0,0,0,0,0
492,M00152,M,299.8,310.9,1607,25.2,82,0,0,0,0,0,0
493,L00237,L,303.1,311.5,1326,44.6,223,1,0,1,0,0,0
494,L00238,L,299.3,309.2,1693,33.7,126,0,0,0,0,0,0
495,L00239,L,298.3,307.6,1291,33.3,139,0,0,0,0,0,0
496,L00240,L,301.8,312.7,1592,29.2,228,0,0,0,0,0,0
497,M00153,M,301.9,312.6,1498,43.4,182,0,0,0,0,0,0
498,L00241,L,300.3,310.8,1558,42.3,46,0,0,0,0,0,0
499,H00105,H,301.4,310.6,1458,41.2,26,0,0,0,0,0,0
500,H00106,H,299.9,310.8,1454,34.2,145,0,0,0,0,0,0
501,M00154,M,300.5,308.9,1568,32.5,216,1,1,0,0,0,0
502,M00155,M,302.3,310.6,1337,38.4,50,1,0,1,0,0,0
503,L00242,L,301.3,310.0,1336,49.7,86,0,0,0,0,0,0
504,H00107,H,299.7,309.6,1466,55.7,187,0,0,0,0,0,0
505,M00156,M,302.7,313.4,1458,51.1,184,0,0,0,0,0,0
506,L00243,L,295.3,302.3,1336,45.1,120,1,0,1,0,0,0
507,H00108,H,304.1,315.4,1722,49.8,66,0,0,0,0,0,0
508,H00109,H,296.6,306.7,1471,28.2,1,0,0,0,0,0,0
509,H00110,H,298.7,307.2,1492,32.9,138,0,0,0,0,0,0
510,M00157,M,299.9,310.0,1272,45.2,237,1,1,0,0,0,0
511,M00158,M,299.7,310.8,1952,38.8,100,0,0,0,0,0,0
512,L00244,L,302.0,312.6,2023,43.4,221,1,1,0,1,0,0
513,H00111,H,297.9,309.0,1381,49.8,140,0,0,0,0,0,0
514,H00112,H,300.5,309.2,1783,48.2,167,1,0,0,1,0,0
515,L00245,L,298.8,308.4,1519,29.1,133,0,0,0,0,0,0
516,L00246,L,300.6,309.7,1858,40.1,11,0,0,0,0,0,0
517,L00247,L,299.9,311.6,1605,30.8,230,1,1,0,0,0,0
518,H00113,H,300.2,310.8,1557,32.2,42,0,0,0,0,0,0
519,H00114,H,298.9,311.7,1168,22.9,71,1,0,0,1,0,0
520,L00248,L,299.0,308.5,1362,41.3,72,0,0,0,0,0,0
521,M00159,M,300.6,309.8,1542,22.2,3,0,0,0,0,0,0
522,L00249,L,301.9,311.7,1577,43.9,164,0,0,0,0,0,0
523,H00115,H,298.8,310.2,1295,53.6,163,0,0,0,0,0,0
524,H00116,H,298.3,307.9,1392,45.3,31,0,0,0,0,0,0
525,H00117,H,301.2,311.4,1648,40.5,184,0,0,0,0,0,0
526,L00250,L,299.9,310.0,1261,55.3,139,0,0,0,0,0,0
527,L00251,L,301.7,311.7,1564,43.3,145,0,0,0,0,0,0
528,L00252,L,298.2,307.5,1785,31.4,188,0,0,0,0,0,0
529,L00253,L,296.4,306.3,1615,41.3,30,0,0,0,0,0,0
530,H00118,H,298.9,308.8,1605,59.6,238,1,0,0,1,1,0
531,H00119,H,298.5,308.5,1168,29.1,167,0,0,0,0,0,0
532,H00120,H,299.8,310.8,1373,26.2,106,0,0,0,0,0,0
533,H00121,H,298.7,310.5,1948,46.1,173,1,0,0,1,0,0
534,M00160,M,301.5,310.6,1418,37.8,166,0,0,0,0,0,0
535,M00161,M,299.4,309.0,1790,34.7,62,0,0,0,0,0,0
536,H00122,H,300.3,309.5,1415,27.4,220,1,1,0,0,0,0
537,H00123,H,300.3,310.5,1482,20.5,239,1,1,0,1,0,0
538,L00254,L,300.4,309.9,1641,25.4,54,0,0,0,0,0,0
539,L00255,L,300.0,310.2,1558,56.1,39,1,0,0,1,0,0
540,L00256,L,301.0,312.1,1614,39.9,156,0,0,0,0,0,0
541,H00124,H,298.4,305.9,1374,20.4,218,1,0,1,1,0,0
542,M00162,M,302.8,313.3,1310,51.8,138,0,0,0,0,0,0
543,L00257,L,299.5,309.1,1360,52.3,96,0,0,0,0,0,0
544,M00163,M,297.4,307.8,1431,52.3,38,0,0,0,0,0,0
545,M00164,M,300.4,309.5,1492,35.8,209,0,0,0,0,0,0
546,L00258,L,298.3,309.5,1745,37.3,171,0,0,0,0,0,0
547,L00259,L,301.3,312.2,1555,41.4,19,0,0,0,0,0,0
548,M00165,M,304.4,315.0,1634,54.0,219,1,1,0,1,0,0
549,M00166,M,298.4,309.2,1566,34.5,213,0,0,0,0,0,0
550,M00167,M,300.7,309.9,1314,32.5,95,0,0,0,0,0,0
551,M00168,M,296.5,305.9,1541,47.0,84,0,0,0,0,0,0
552,H00125,H,300.9,311.7,1564,52.1,100,0,0,0,0,0,0
553,M00169,M,298.2,307.5,1689,39.5,26,0,0,0,0,0,0
554,M00170,M,298.8,310.2,1324,46.7,37,0,0,0,0,0,0
555,H00126,H,297.8,307.5,1168,41.1,217,1,1,0,0,0,0
556,L00260,L,301.5,312.0,1573,37.5,86,0,0,0,0,0,0
557,L00261,L,302.0,314.1,1608,31.7,97,0,0,0,0,0,0
558,L00262,L,300.0,309.3,1502,28.5,75,0,0,0,0,0,0
559,M00171,M,298.3,308.3,1543,33.9,10,0,0,0,0,0,0
560,M00172,M,303.2,314.2,1713,30.2,163,0,0,0,0,0,0
561,M00173,M,298.5,309.5,1446,42.8,159,0,0,0,0,0,0
562,L00263,L,295.7,305.3,1482,52.2,230,1,0,0,0,1,0
563,L00264,L,300.9,310.4,1553,42.0,228,1,1,0,0,0,0
564,L00265,L,297.8,307.6,1294,30.8,106,0,0,0,0,0,0
565,L00266,L,302.0,313.4,1507,48.6,189,0,0,0,0,0,0
566,M00174,M,299.2,309.0,1525,43.0,123,0,0,0,0,0,0
567,L00267,L,301.2,311.3,1865,44.9,15,0,0,0,0,0,0
568,L00268,L,302.8,312.4,1478,34.8,41,0,0,0,0,0,0
569,H00127,H,297.6,308.3,1578,51.3,158,0,0,0,0,0,0
570,L00269,L,298.9,309.0,1721,51.3,232,1,0,0,1,1,0
571,M00175,M,299.8,308.8,1370,38.2,69,0,0,0,0,0,0
572,M00176,M,303.1,312.1,1813,47.2,12,0,0,0,0,0,0
573,L00270,L,298.7,306.7,1890,51.0,35,1,0,0,1,0,0
574,M00177,M,298.8,308.0,1532,35.3,74,0,0,0,0,0,0
575,H00128,H,301.0,311.8,1430,39.2,138,0,0,0,0,0,0
576,H00129,H,298.8,310.2,1863,40.8,123,0,0,0,0,0,0
577,L00271,L,300.3,311.0,1697,29.0,125,0,0,0,0,0,0
578,H00130,H,296.9,307.5,1554,44.4,47,0,0,0,0,0,0
579,L00272,L,304.4,314.3,1823,50.2,147,1,0,0,1,0,0
580,L00273,L,297.3,308.1,1802,38.6,156,0,0,0,0,0,0
581,L00274,L,299.4,309.6,1470,43.4,18,0,0,0,0,0,0
582,H00131,H,299.9,311.7,1587,54.0,124,0,0,0,0,0,0
583,L00275,L,303.8,313.7,1653,35.9,221,0,0,0,0,0,0
584,L00276,L,297.4,308.7,1543,43.6,133,0,0,0,0,0,0
585,M00178,M,304.0,314.8,1259,34.3,55,0,0,0,0,0,0
586,L00277,L,301.5,312.2,1350,34.0,208,1,1,0,0,0,0
587,L00278,L,300.8,308.8,1266,43.4,126,1,0,1,0,0,0
588,L00279,L,298.0,309.0,1636,42.4,209,0,0,0,0,0,0
589,L00280,L,301.1,311.0,1301,45.6,99,0,0,0,0,0,0
590,L00281,L,298.6,308.1,1576,40.8,118,0,0,0,0,0,0
591,L00282,L,302.5,311.1,1904,44.7,145,0,0,0,0,0,0
592,M00179,M,298.1,308.1,1823,56.7,234,1,1,0,1,1,0
593,L00283,L,299.8,309.8,1170,50.6,203,0,0,0,0,0,0
594,L00284,L,298.9,307.6,1282,43.4,41,0,0,0,0,0,0
595,H00132,H,298.0,306.6,1382,45.0,59,0,0,0,0,0,0
596,L00285,L,301.5,312.0,1304,37.0,55,0,0,0,0,0,0
597,M00180,M,301.1,311.9,1207,38.4,2,0,0,0,0,0,0
598,L00286,L,302.4,312.6,1535,44.9,238,0,0,0,0,0,0
599,L00287,L,296.4,307.6,1679,40.9,209,0,0,0,0,0,0
600,L00288,L,302.1,312.0,1728,47.9,207,1,1,0,0,0,0
601,L00289,L,305.0,315.0,1443,52.7,166,0,0,0,0,0,0
602,L00290,L,299.1,308.2,1483,39.0,42,0,0,0,0,0,0
603,L00291,L,303.8,312.2,1609,19.9,155,1,0,0,1,0,0
604,L00292,L,299.5,311.3,1516,60.3,169,1,0,0,1,0,0
605,L00293,L,297.3,308.4,1700,33.5,136,0,0,0,0,0,0
606,L00294,L,299.4,308.0,1624,42.0,83,0,0,0,0,0,0
607,L00295,L,302.1,312.3,1462,47.3,17,0,0,0,0,0,0
608,L00296,L,298.3,308.2,1168,54.1,88,0,0,0,0,0,0
609,M00181,M,298.8,308.5,1837,58.1,20,1,0,0,1,0,0
610,M00182,M,301.2,310.8,1400,36.4,236,1,1,0,0,0,0
611,L00297,L,300.0,310.4,1609,51.9,153,0,0,0,0,0,0
612,M00183,M,301.2,312.0,1168,42.0,22,0,0,0,0,0,0
613,M00184,M,300.5,310.9,1535,67.4,137,1,0,0,1,0,0
614,L00298,L,301.0,310.8,1558,51.0,171,0,0,0,0,0,0
615,H00133,H,299.1,309.0,1567,38.2,12,0,0,0,0,0,0
616,H00134,H,300.5,311.4,2140,32.1,180,0,0,0,0,0,0
617,L00299,L,298.1,308.6,1411,13.7,36,1,0,0,1,0,0
618,L00300,L,302.6,312.6,1702,46.7,183,0,0,0,0,0,0
619,H00135,H,298.7,308.7,1642,50.1,186,0,0,0,0,0,0
620,M00185,M,302.3,312.6,1402,47.5,139,0,0,0,0,0,0
621,L00301,L,299.5,309.1,1699,16.5,227,1,0,0,1,0,0
622,L00302,L,300.4,311.2,1505,27.4,2,0,0,0,0,0,0
623,L00303,L,299.0,307.9,1713,44.8,141,0,0,0,0,0,0
624,L00304,L,298.0,307.6,1930,57.9,162,1,0,0,1,0,0
625,M00186,M,296.5,307.1,1568,39.4,97,0,0,0,0,0,0
626,L00305,L,297.9,306.8,1481,50.9,231,1,1,0,0,1,0
627,L00306,L,299.4,307.8,1748,29.7,92,0,0,0,0,0,0
628,M00187,M,300.4,310.5,1817,42.1,157,0,0,0,0,0,0
629,L00307,L,302.0,310.3,1361,37.3,70,1,0,1,0,0,0
630,L00308,L,299.1,307.8,1447,51.9,117,0,0,0,0,0,0
631,M00188,M,298.2,309.0,1673,34.6,193,0,0,0,0,0,0
632,H00136,H,297.1,306.9,1511,56.8,145,0,0,0,0,0,0
633,M00189,M,301.0,312.2,1347,36.9,25,0,0,0,0,0,0
634,M00190,M,302.8,311.6,1646,29.3,208,0,0,0,0,0,0
635,L00309,L,302.5,312.4,1672,29.6,173,0,0,0,0,0,0
636,L00310,L,301.4,311.8,1471,33.8,139,0,0,0,0,0,0
637,M00191,M,301.3,310.1,1550,43.7,185,0,0,0,0,0,0
638,L00311,L,303.4,314.4,1422,33.9,56,0,0,0,0,0,0
639,L00312,L,300.7,311.2,1318,31.8,159,0,0,0,0,0,0
640,L00313,L,301.3,309.7,1438,48.9,112,0,0,0,0,0,0
641,L00314,L,299.4,309.3,1552,7.9,220,1,0,0,1,0,0
642,L00315,L,297.3,307.7,1242,35.7,239,0,0,0,0,0,0
643,L00316,L,298.6,308.0,1453,26.7,63,0,0,0,0,0,0
644,L00317,L,300.0,308.5,1555,31.3,201,1,1,0,0,0,0
645,L00318,L,300.1,310.4,1776,42.4,227,0,0,0,0,0,0
646,H00137,H,303.9,316.1,1475,37.9,65,0,0,0,0,0,0
647,M00192,M,300.2,309.8,1288,37.0,164,0,0,0,0,0,0
648,M00193,M,302.4,313.9,1496,51.9,141,0,0,0,0,0,0
649,M00194,M,299.1,308.4,1424,39.9,137,0,0,0,0,0,0
650,L00319,L,299.4,309.6,1648,58.1,103,1,0,0,1,0,0
651,L00320,L,297.3,308.1,1470,47.1,192,0,0,0,0,0,0
652,M00195,M,298.5,308.5,1168,30.3,63,0,0,0,0,0,0
653,M00196,M,301.1,310.8,2276,59.3,168,1,0,0,1,0,0
654,M00197,M,300.0,310.7,1566,42.8,118,0,0,0,0,0,0
655,L00321,L,301.9,313.8,1555,58.7,20,1,0,0,1,0,0
656,L00322,L,300.4,310.7,1229,37.3,196,0,0,0,0,0,0
657,L00323,L,299.3,308.8,1245,42.7,8,0,0,0,0,0,0
658,L00324,L,304.3,314.1,1519,44.3,136,0,0,0,0,0,0
659,M00198,M,299.8,312.3,1605,38.3,145,0,0,0,0,0,0
660,M00199,M,302.3,312.5,1678,52.7,119,1,0,0,1,0,0
661,L00325,L,299.2,308.6,1585,59.3,68,1,0,0,1,0,0
662,H00138,H,301.4,310.3,1300,17.1,61,1,0,0,1,0,0
663,M00200,M,301.9,310.0,1168,48.1,143,1,0,1,0,0,0
664,L00326,L,300.4,310.8,1517,31.1,225,0,0,0,0,0,0
665,L00327,L,295.3,305.9,1431,14.1,120,1,0,0,1,0,0
666,L00328,L,300.0,309.6,1285,45.2,3,0,0,0,0,0,0
667,L00329,L,302.5,312.4,1703,45.2,148,0,0,0,0,0,0
668,L00330,L,301.1,309.9,1222,46.8,118,0,0,0,0,0,0
669,L00331,L,300.9,311.0,1661,43.7,113,0,0,0,0,0,0
670,L00332,L,296.6,307.0,1255,48.8,100,0,0,0,0,0,0
671,L00333,L,298.6,308.0,1564,34.0,231,1,1,0,0,0,0
672,H00139,H,300.8,312.5,1724,42.6,171,0,0,0,0,0,0
673,L00334,L,300.8,310.0,1470,47.0,205,0,0,0,0,0,0
674,M00201,M,302.4,312.7,1875,53.5,218,1,0,0,1,0,0
675,L00335,L,299.7,310.6,1921,40.4,112,0,0,0,0,0,0
676,H00140,H,300.8,310.7,1585,37.9,75,0,0,0,0,0,0
677,L00336,L,300.0,309.8,1646,39.4,154,0,0,0,0,0,0
678,L00337,L,298.0,306.6,1750,28.1,161,0,0,0,0,0,0
679,H00141,H,295.5,306.8,1646,47.7,3,0,0,0,0,0,0
680,H00142,H,300.9,310.7,1625,25.4,234,1,1,0,0,0,0
681,H00143,H,300.3,310.9,1433,43.9,235,0,0,0,0,0,0
682,L00338,L,298.8,309.4,1200,40.8,50,0,0,0,0,0,0
683,L00339,L,296.8,306.1,1259,24.5,129,1,0,0,1,0,0
684,M00202,M,301.3,311.1,2014,25.1,233,0,0,0,0,0,0
685,H00144,H,299.5,310.8,1602,31.5,233,0,0,0,0,0,0
686,M00203,M,301.1,310.0,1488,36.6,159,0,0,0,0,0,0
687,M00204,M,303.7,315.9,1790,54.8,129,1,0,0,1,0,0
688,L00340,L,295.7,305.0,1388,38.9,57,0,0,0,0,0,0
689,M00205,M,298.6,307.4,1654,45.5,149,0,0,0,0,0,0
690,L00341,L,299.6,309.7,1553,52.7,18,0,0,0,0,0,0
691,L00342,L,302.9,315.1,1630,50.7,217,1,1,0,0,1,0
692,L00343,L,296.7,304.8,1470,39.9,19,0,0,0,0,0,0
693,M00206,M,303.9,313.7,1345,32.9,99,0,0,0,0,0,0
694,L00344,L,300.3,310.7,1373,45.0,145,0,0,0,0,0,0
695,L00345,L,299.8,309.8,1381,33.1,177,0,0,0,0,0,0
696,M00207,M,299.6,310.0,1537,58.1,13,1,0,0,1,0,0
697,L00346,L,299.1,308.4,1226,48.7,19,0,0,0,0,0,0
698,M00208,M,302.1,311.5,1288,42.1,44,0,0,0,0,0,0
699,L00347,L,297.9,307.7,1565,45.1,87,0,0,0,0,0,0
700,L00348,L,300.7,309.6,1512,41.8,46,0,0,0,0,0,0
701,M00209,M,299.2,309.2,1576,36.3,238,1,1,0,0,0,0
702,L00349,L,298.5,308.1,1528,45.0,56,0,0,0,0,0,0
703,L00350,L,305.2,314.7,2041,37.6,30,0,0,0,0,0,0
704,L00351,L,300.8,311.2,1563,59.4,179,1,0,0,1,0,0
705,L00352,L,301.2,309.4,1462,33.1,99,0,0,0,0,0,0
706,H00145,H,302.3,312.0,1558,45.1,206,1,1,0,0,0,0
707,L00353,L,297.2,309.5,1741,32.2,45,0,0,0,0,0,0
708,H00146,H,303.5,312.4,1528,32.1,134,0,0,0,0,0,0
709,L00354,L,295.0,306.3,1674,22.1,48,0,0,0,0,0,0
710,M00210,M,298.5,308.5,1617,44.1,150,0,0,0,0,0,0
711,M00211,M,299.1,308.5,1479,34.7,220,1,1,0,0,0,0
712,M00212,M,301.2,309.8,1560,50.8,40,0,0,0,0,0,0
713,L00355,L,300.4,310.6,1857,44.1,131,0,0,0,0,0,0
714,L00356,L,299.7,311.1,1586,41.5,94,0,0,0,0,0,0
715,L00357,L,300.0,309.6,1340,25.9,81,0,0,0,0,0,0
716,H00147,H,298.0,308.0,1474,45.8,108,0,0,0,0,0,0
717,H00148,H,297.0,308.0,1168,33.4,158,0,0,0,0,0,0
718,H00149,H,301.5,311.8,1565,25.7,46,0,0,0,0,0,0
719,L00358,L,301.4,309.8,1800,44.3,99,0,0,0,0,0,0
720,M00213,M,303.2,313.3,1269,27.4,17,0,0,0,0,0,0
721,H00150,H,298.4,309.9,1567,19.1,201,1,1,0,1,0,0
722,L00359,L,301.4,311.3,1735,53.0,6,1,0,0,1,0,0
723,L00360,L,299.4,306.7,1756,34.4,37,0,0,0,0,0,0
724,M00214,M,302.4,312.8,1793,22.6,172,0,0,0,0,0,0
725,M00215,M,302.0,311.8,1168,30.4,27,0,0,0,0,0,0
726,H00151,H,300.4,308.6,1638,32.8,186,0,0,0,0,0,0
727,L00361,L,299.3,307.6,1236,51.4,17,1,0,1,0,0,0
728,M00216,M,301.9,312.9,1338,23.4,222,1,0,0,1,0,0
729,L00362,L,301.3,310.6,1702,26.6,8,0,0,0,0,0,0
730,L00363,L,298.6,307.7,1569,49.8,106,0,0,0,0,0,0
731,L00364,L,297.3,307.3,1683,35.5,15,0,0,0,0,0,0
732,H00152,H,299.4,308.8,1352,42.3,61,0,0,0,0,0,0
733,M00217,M,303.0,313.1,1832,35.1,127,0,0,0,0,0,0
734,M00218,M,302.3,312.1,1675,60.2,39,1,0,0,1,0,0
735,L00365,L,297.8,306.6,1715,27.1,216,1,1,0,0,0,0
736,H00153,H,297.7,307.2,1321,42.8,100,0,0,0,0,0,0
737,L00366,L,302.5,313.0,1772,55.0,93,1,0,0,1,0,0
738,H00154,H,297.7,307.8,1474,36.3,238,1,1,0,0,0,0
739,L00367,L,301.0,310.9,1415,32.5,57,0,0,0,0,0,0
740,L00368,L,298.8,310.7,1663,47.7,193,0,0,0,0,0,0
741,L00369,L,303.2,314.0,1654,50.0,196,0,0,0,0,0,0
742,L00370,L,298.5,309.3,1368,32.0,105,0,0,0,0,0,0
743,M00219,M,302.3,312.1,1949,54.6,93,1,0,0,1,0,0
744,M00220,M,300.4,310.6,1900,40.5,18,0,0,0,0,0,0
745,L00371,L,300.5,310.1,1659,45.1,205,1,1,0,0,0,0
746,H00155,H,296.1,306.8,1624,54.9,26,1,0,0,1,0,0
747,L00372,L,295.6,305.5,1603,47.7,29,0,0,0,0,0,0
748,M00221,M,299.6,309.8,1228,40.0,44,0,0,0,0,0,0
749,H00156,H,300.5,310.7,1560,33.3,205,0,0,0,0,0,0
750,M00222,M,297.7,307.7,1557,67.1,158,1,0,0,1,0,0
